godina,datum,lokalitet,vrsta_lat,vrsta_hr,brojnost,metoda,opazac,temperatura_C,vlaznost_pct
2021,2021-04-22,Plitvice,Anas platyrhynchos,Divlja patka,28,točkasta_metoda,D.T.,14.5,58
2021,2021-04-22,Risnjak,Dendrocopos major,Veliki djetlić,9,IPA,D.T.,14,82
2021,2021-04-22,Risnjak,Tetrao urogallus,Tetrijeb,2,IPA,S.B.,13.2,58
2021,2021-04-22,Risnjak,Aquila chrysaetos,Suri orao,2,IPA,A.P.,14,77
2021,2021-04-22,Risnjak,Fringilla coelebs,Zeba,24,točkasta_metoda,I.H.,21.8,85
2021,2021-04-22,Risnjak,Phoenicurus ochruros,Crvenrepka,8,točkasta_metoda,A.P.,11.8,72
2021,2021-04-22,Risnjak,Turdus merula,Kos,32,IPA,I.H.,14,51
2021,2021-04-22,Risnjak,Dryocopus martius,Crna žuna,4,IPA,I.H.,16,66
2021,2021-04-22,Risnjak,Cyanistes caeruleus,Plavetna sjenica,16,točkasta_metoda,D.T.,14.3,71
2021,2021-04-22,Risnjak,Parus major,Velika sjenica,22,transekt,A.P.,17,63
2021,2021-04-24,Velebit,Strix Uralskaensis,Uralska sova,5,točkasta_metoda,M.K.,14.9,66
2021,2021-04-24,Velebit,Turdus merula,Kos,30,točkasta_metoda,A.P.,17.5,74
2021,2021-04-24,Velebit,Dendrocopos major,Veliki djetlić,13,točkasta_metoda,M.K.,13.4,78
2021,2021-04-24,Velebit,Accipiter gentilis,Jastreb kokošar,3,transekt,D.T.,10.5,77
2021,2021-04-24,Velebit,Dryocopus martius,Crna žuna,8,transekt,M.K.,14.2,59
2021,2021-04-24,Velebit,Fringilla coelebs,Zeba,40,transekt,I.H.,13.1,75
2021,2021-04-24,Velebit,Parus major,Velika sjenica,32,transekt,D.T.,18.6,79
2021,2021-04-24,Velebit,Sitta europaea,Brgljez,13,IPA,I.H.,20.9,54
2021,2021-04-24,Velebit,Erithacus rubecula,Crvendać,12,IPA,I.H.,11.2,85
2021,2021-04-25,Plitvice,Accipiter gentilis,Jastreb kokošar,2,IPA,M.K.,12.8,61
2021,2021-04-25,Plitvice,Dendrocopos major,Veliki djetlić,8,IPA,A.P.,12.8,54
2021,2021-04-25,Plitvice,Turdus merula,Kos,26,točkasta_metoda,M.K.,17.5,69
2021,2021-04-25,Plitvice,Parus major,Velika sjenica,24,IPA,S.B.,14.6,56
2021,2021-04-25,Plitvice,Cyanistes caeruleus,Plavetna sjenica,23,točkasta_metoda,M.K.,20.7,83
2021,2021-04-25,Plitvice,Anas platyrhynchos,Divlja patka,39,transekt,A.P.,16.2,60
2021,2021-04-25,Plitvice,Corvus corax,Gavran,5,transekt,M.K.,13.3,61
2021,2021-04-28,Plitvice,Turdus merula,Kos,21,točkasta_metoda,D.T.,17.5,60
2021,2021-04-28,Plitvice,Fringilla coelebs,Zeba,31,točkasta_metoda,M.K.,14.8,83
2021,2021-04-28,Plitvice,Erithacus rubecula,Crvendać,10,točkasta_metoda,S.B.,12.4,54
2021,2021-04-28,Plitvice,Dryocopus martius,Crna žuna,6,transekt,M.K.,16.8,78
2021,2021-04-28,Plitvice,Accipiter gentilis,Jastreb kokošar,3,IPA,D.T.,18.6,72
2021,2021-04-28,Plitvice,Parus major,Velika sjenica,27,točkasta_metoda,D.T.,19.7,63
2021,2021-05-03,Velebit,Dendrocopos major,Veliki djetlić,16,transekt,S.B.,15.3,62
2021,2021-05-03,Velebit,Tetrao urogallus,Tetrijeb,5,transekt,M.K.,16.8,52
2021,2021-05-03,Velebit,Turdus merula,Kos,25,točkasta_metoda,M.K.,19.7,67
2021,2021-05-03,Velebit,Corvus corax,Gavran,16,točkasta_metoda,S.B.,17.9,75
2021,2021-05-03,Velebit,Fringilla coelebs,Zeba,55,IPA,A.P.,21.6,52
2021,2021-05-03,Velebit,Sitta europaea,Brgljez,19,točkasta_metoda,M.K.,13.4,85
2021,2021-05-03,Velebit,Phoenicurus ochruros,Crvenrepka,16,transekt,D.T.,21.6,71
2021,2021-05-03,Velebit,Strix Uralskaensis,Uralska sova,6,točkasta_metoda,I.H.,16.6,51
2021,2021-05-03,Velebit,Dryocopus martius,Crna žuna,10,IPA,M.K.,16.7,77
2021,2021-05-03,Velebit,Parus major,Velika sjenica,35,IPA,D.T.,20.6,51
2021,2021-05-03,Velebit,Buteo buteo,Škanjac,9,točkasta_metoda,D.T.,16.8,65
2021,2021-05-08,Velebit,Erithacus rubecula,Crvendać,24,IPA,D.T.,17.5,70
2021,2021-05-08,Velebit,Cyanistes caeruleus,Plavetna sjenica,40,transekt,A.P.,22.7,71
2021,2021-05-08,Velebit,Dendrocopos major,Veliki djetlić,19,transekt,S.B.,16.3,66
2021,2021-05-08,Velebit,Phoenicurus ochruros,Crvenrepka,16,transekt,M.K.,14.3,63
2021,2021-05-08,Velebit,Turdus merula,Kos,27,IPA,M.K.,17.9,66
2021,2021-05-08,Velebit,Fringilla coelebs,Zeba,55,transekt,S.B.,16.5,82
2021,2021-05-08,Velebit,Tetrao urogallus,Tetrijeb,6,točkasta_metoda,S.B.,14,60
2021,2021-05-08,Velebit,Picus viridis,Zelena žuna,13,transekt,D.T.,14,85
2021,2021-05-08,Velebit,Sitta europaea,Brgljez,19,točkasta_metoda,M.K.,15.1,74
2021,2021-05-08,Velebit,Parus major,Velika sjenica,36,IPA,I.H.,15.5,58
2021,2021-05-08,Velebit,Accipiter gentilis,Jastreb kokošar,5,točkasta_metoda,I.H.,12.7,50
2021,2021-05-08,Velebit,Dryocopus martius,Crna žuna,8,IPA,M.K.,13,63
2021,2021-05-12,Plitvice,Dryocopus martius,Crna žuna,4,točkasta_metoda,S.B.,18.6,74
2021,2021-05-12,Plitvice,Dendrocopos major,Veliki djetlić,17,transekt,M.K.,13.3,64
2021,2021-05-12,Plitvice,Tetrao urogallus,Tetrijeb,3,točkasta_metoda,I.H.,19.3,60
2021,2021-05-12,Plitvice,Parus major,Velika sjenica,31,točkasta_metoda,D.T.,18.5,81
2021,2021-05-12,Plitvice,Erithacus rubecula,Crvendać,27,IPA,D.T.,22.5,57
2021,2021-05-12,Plitvice,Phoenicurus ochruros,Crvenrepka,12,IPA,I.H.,15.3,83
2021,2021-05-12,Plitvice,Cyanistes caeruleus,Plavetna sjenica,32,točkasta_metoda,M.K.,21.1,81
2021,2021-05-12,Plitvice,Anas platyrhynchos,Divlja patka,30,IPA,A.P.,12.9,76
2021,2021-05-12,Risnjak,Phoenicurus ochruros,Crvenrepka,16,IPA,I.H.,16.9,84
2021,2021-05-12,Risnjak,Parus major,Velika sjenica,39,IPA,S.B.,17.3,74
2021,2021-05-12,Risnjak,Strix Uralskaensis,Uralska sova,9,točkasta_metoda,S.B.,20.5,72
2021,2021-05-12,Risnjak,Dendrocopos major,Veliki djetlić,20,IPA,I.H.,20.6,65
2021,2021-05-12,Risnjak,Turdus merula,Kos,32,IPA,M.K.,16.1,83
2021,2021-05-12,Risnjak,Sitta europaea,Brgljez,14,IPA,D.T.,14,56
2021,2021-05-12,Risnjak,Picus viridis,Zelena žuna,13,transekt,I.H.,17.3,68
2021,2021-05-12,Risnjak,Aquila chrysaetos,Suri orao,3,transekt,A.P.,19,76
2021,2021-05-12,Risnjak,Fringilla coelebs,Zeba,51,IPA,M.K.,14.7,64
2021,2021-05-12,Risnjak,Cyanistes caeruleus,Plavetna sjenica,37,transekt,D.T.,22.7,74
2021,2021-05-13,Plitvice,Anas platyrhynchos,Divlja patka,50,transekt,D.T.,16.9,80
2021,2021-05-13,Plitvice,Cyanistes caeruleus,Plavetna sjenica,26,IPA,S.B.,22.5,66
2021,2021-05-13,Plitvice,Parus major,Velika sjenica,46,točkasta_metoda,S.B.,14.7,72
2021,2021-05-13,Plitvice,Sitta europaea,Brgljez,17,transekt,D.T.,13.3,60
2021,2021-05-13,Plitvice,Turdus merula,Kos,43,točkasta_metoda,S.B.,18.2,58
2021,2021-05-13,Plitvice,Fringilla coelebs,Zeba,65,IPA,S.B.,20.3,68
2021,2021-05-13,Plitvice,Dendrocopos major,Veliki djetlić,19,transekt,I.H.,17.3,66
2021,2021-05-13,Plitvice,Picus viridis,Zelena žuna,3,točkasta_metoda,A.P.,19.8,79
2021,2021-05-13,Plitvice,Phoenicurus ochruros,Crvenrepka,17,točkasta_metoda,M.K.,13.9,75
2021,2021-05-13,Plitvice,Alcedo atthis,Vodomar,8,IPA,S.B.,20.5,71
2021,2021-05-13,Plitvice,Erithacus rubecula,Crvendać,23,IPA,I.H.,15.9,80
2021,2021-05-15,Plitvice,Parus major,Velika sjenica,43,transekt,A.P.,19.4,80
2021,2021-05-15,Plitvice,Corvus corax,Gavran,10,IPA,D.T.,11.9,61
2021,2021-05-15,Plitvice,Accipiter gentilis,Jastreb kokošar,9,IPA,S.B.,19.2,72
2021,2021-05-15,Plitvice,Fringilla coelebs,Zeba,49,točkasta_metoda,S.B.,14.4,69
2021,2021-05-15,Plitvice,Dendrocopos major,Veliki djetlić,16,transekt,D.T.,19.2,57
2021,2021-05-15,Plitvice,Cyanistes caeruleus,Plavetna sjenica,23,IPA,A.P.,15.9,73
2021,2021-05-15,Plitvice,Phoenicurus ochruros,Crvenrepka,16,točkasta_metoda,S.B.,11.6,83
2021,2021-05-15,Plitvice,Erithacus rubecula,Crvendać,35,IPA,D.T.,19.8,61
2021,2021-05-19,Velebit,Phoenicurus ochruros,Crvenrepka,11,točkasta_metoda,S.B.,20.4,80
2021,2021-05-19,Velebit,Cyanistes caeruleus,Plavetna sjenica,20,transekt,I.H.,24.7,73
2021,2021-05-19,Velebit,Picus viridis,Zelena žuna,3,IPA,S.B.,21.1,70
2021,2021-05-19,Velebit,Fringilla coelebs,Zeba,60,točkasta_metoda,M.K.,11.4,67
2021,2021-05-19,Velebit,Erithacus rubecula,Crvendać,15,točkasta_metoda,I.H.,23.8,68
2021,2021-05-19,Velebit,Buteo buteo,Škanjac,12,transekt,I.H.,18.7,56
2021,2021-05-19,Velebit,Turdus merula,Kos,45,transekt,S.B.,14.6,56
2021,2021-05-19,Velebit,Sitta europaea,Brgljez,12,točkasta_metoda,M.K.,19.8,79
2021,2021-05-21,Plitvice,Fringilla coelebs,Zeba,46,točkasta_metoda,I.H.,15.4,68
2021,2021-05-21,Plitvice,Buteo buteo,Škanjac,13,točkasta_metoda,I.H.,15.7,70
2021,2021-05-21,Plitvice,Sitta europaea,Brgljez,16,IPA,A.P.,21,59
2021,2021-05-21,Plitvice,Parus major,Velika sjenica,38,IPA,D.T.,16.9,66
2021,2021-05-21,Plitvice,Anas platyrhynchos,Divlja patka,46,IPA,S.B.,13.8,54
2021,2021-05-21,Plitvice,Aquila chrysaetos,Suri orao,3,transekt,I.H.,14.1,77
2021,2021-05-21,Plitvice,Turdus merula,Kos,46,točkasta_metoda,M.K.,14.3,72
2021,2021-05-21,Plitvice,Accipiter gentilis,Jastreb kokošar,8,IPA,S.B.,20.5,67
2021,2021-05-21,Plitvice,Alcedo atthis,Vodomar,9,transekt,M.K.,21.6,53
2021,2021-05-21,Plitvice,Erithacus rubecula,Crvendać,23,IPA,I.H.,12.6,70
2021,2021-05-21,Plitvice,Dendrocopos major,Veliki djetlić,21,transekt,D.T.,18.5,81
2021,2021-05-21,Plitvice,Cyanistes caeruleus,Plavetna sjenica,32,točkasta_metoda,M.K.,20,61
2021,2021-05-22,Risnjak,Tetrao urogallus,Tetrijeb,5,IPA,S.B.,20.1,83
2021,2021-05-22,Risnjak,Dendrocopos major,Veliki djetlić,24,točkasta_metoda,A.P.,21.3,73
2021,2021-05-22,Risnjak,Parus major,Velika sjenica,52,točkasta_metoda,D.T.,18.9,54
2021,2021-05-22,Risnjak,Cyanistes caeruleus,Plavetna sjenica,31,IPA,S.B.,19,54
2021,2021-05-22,Risnjak,Fringilla coelebs,Zeba,33,IPA,A.P.,18.8,54
2021,2021-05-22,Risnjak,Strix Uralskaensis,Uralska sova,6,točkasta_metoda,I.H.,23.7,62
2021,2021-05-22,Risnjak,Erithacus rubecula,Crvendać,17,IPA,D.T.,16.3,58
2021,2021-05-22,Risnjak,Sitta europaea,Brgljez,25,točkasta_metoda,S.B.,23.2,70
2021,2021-05-22,Risnjak,Dryocopus martius,Crna žuna,8,točkasta_metoda,I.H.,12.9,79
2021,2021-05-22,Risnjak,Turdus merula,Kos,33,IPA,M.K.,9,78
2021,2021-05-22,Risnjak,Buteo buteo,Škanjac,14,točkasta_metoda,D.T.,11.9,83
2021,2021-05-23,Velebit,Corvus corax,Gavran,11,točkasta_metoda,D.T.,15.6,78
2021,2021-05-23,Velebit,Sitta europaea,Brgljez,19,IPA,A.P.,19.8,81
2021,2021-05-23,Velebit,Cyanistes caeruleus,Plavetna sjenica,23,točkasta_metoda,A.P.,14.6,71
2021,2021-05-23,Velebit,Phoenicurus ochruros,Crvenrepka,11,točkasta_metoda,D.T.,19,77
2021,2021-05-23,Velebit,Strix Uralskaensis,Uralska sova,5,IPA,D.T.,15,80
2021,2021-05-23,Velebit,Accipiter gentilis,Jastreb kokošar,9,transekt,A.P.,17.3,62
2021,2021-05-23,Velebit,Fringilla coelebs,Zeba,38,točkasta_metoda,I.H.,21.9,83
2021,2021-05-23,Velebit,Buteo buteo,Škanjac,10,transekt,M.K.,11.8,51
2021,2021-05-23,Velebit,Dendrocopos major,Veliki djetlić,14,točkasta_metoda,S.B.,16.3,69
2021,2021-05-23,Velebit,Erithacus rubecula,Crvendać,24,IPA,D.T.,17.2,59
2021,2021-05-23,Velebit,Turdus merula,Kos,31,transekt,M.K.,18.6,77
2021,2021-05-23,Velebit,Aquila chrysaetos,Suri orao,2,transekt,D.T.,21.8,62
2021,2021-05-26,Risnjak,Strix Uralskaensis,Uralska sova,6,IPA,I.H.,16.3,71
2021,2021-05-26,Risnjak,Picus viridis,Zelena žuna,17,IPA,D.T.,16.9,69
2021,2021-05-26,Risnjak,Erithacus rubecula,Crvendać,25,transekt,S.B.,15.6,79
2021,2021-05-26,Risnjak,Sitta europaea,Brgljez,23,IPA,D.T.,16.1,62
2021,2021-05-26,Risnjak,Aquila chrysaetos,Suri orao,5,točkasta_metoda,I.H.,16.6,64
2021,2021-05-26,Risnjak,Cyanistes caeruleus,Plavetna sjenica,24,točkasta_metoda,M.K.,13.9,81
2021,2021-05-26,Risnjak,Dryocopus martius,Crna žuna,13,točkasta_metoda,D.T.,16.6,65
2021,2021-05-26,Risnjak,Turdus merula,Kos,39,transekt,M.K.,18.2,69
2021,2021-05-26,Risnjak,Corvus corax,Gavran,9,transekt,A.P.,16.8,51
2021,2021-05-26,Velebit,Sitta europaea,Brgljez,19,točkasta_metoda,S.B.,16.2,69
2021,2021-05-26,Velebit,Dendrocopos major,Veliki djetlić,15,točkasta_metoda,D.T.,20.1,52
2021,2021-05-26,Velebit,Erithacus rubecula,Crvendać,18,točkasta_metoda,M.K.,13.9,85
2021,2021-05-26,Velebit,Buteo buteo,Škanjac,10,transekt,M.K.,16.1,63
2021,2021-05-26,Velebit,Fringilla coelebs,Zeba,56,točkasta_metoda,M.K.,15.2,53
2021,2021-05-26,Velebit,Parus major,Velika sjenica,42,IPA,I.H.,21,66
2021,2021-05-26,Velebit,Strix Uralskaensis,Uralska sova,6,transekt,I.H.,19.1,68
2021,2021-05-26,Velebit,Dryocopus martius,Crna žuna,4,transekt,D.T.,20.1,55
2021,2021-05-26,Velebit,Cyanistes caeruleus,Plavetna sjenica,35,IPA,M.K.,20.3,61
2021,2021-05-26,Velebit,Accipiter gentilis,Jastreb kokošar,4,IPA,M.K.,15.9,79
2021,2021-05-26,Velebit,Corvus corax,Gavran,8,transekt,S.B.,18,70
2021,2021-05-26,Velebit,Picus viridis,Zelena žuna,8,točkasta_metoda,I.H.,19.3,60
2021,2021-05-28,Risnjak,Tetrao urogallus,Tetrijeb,7,IPA,S.B.,22.4,74
2021,2021-05-28,Risnjak,Aquila chrysaetos,Suri orao,1,IPA,A.P.,20.7,72
2021,2021-05-28,Risnjak,Corvus corax,Gavran,8,transekt,S.B.,18.7,53
2021,2021-05-28,Risnjak,Cyanistes caeruleus,Plavetna sjenica,29,transekt,M.K.,18.3,51
2021,2021-05-28,Risnjak,Erithacus rubecula,Crvendać,28,IPA,S.B.,16,51
2021,2021-05-28,Risnjak,Parus major,Velika sjenica,33,IPA,D.T.,15.7,80
2021,2021-05-28,Risnjak,Turdus merula,Kos,45,točkasta_metoda,A.P.,11.8,51
2021,2021-05-28,Risnjak,Fringilla coelebs,Zeba,49,točkasta_metoda,S.B.,21.5,78
2021,2021-06-02,Plitvice,Dendrocopos major,Veliki djetlić,11,točkasta_metoda,S.B.,17.8,70
2021,2021-06-02,Plitvice,Anas platyrhynchos,Divlja patka,46,točkasta_metoda,I.H.,23.4,81
2021,2021-06-02,Plitvice,Fringilla coelebs,Zeba,35,IPA,M.K.,18.4,79
2021,2021-06-02,Plitvice,Phoenicurus ochruros,Crvenrepka,18,točkasta_metoda,D.T.,21.3,83
2021,2021-06-02,Plitvice,Parus major,Velika sjenica,39,točkasta_metoda,A.P.,22.1,83
2021,2021-06-02,Plitvice,Sitta europaea,Brgljez,16,točkasta_metoda,S.B.,21.3,76
2021,2021-06-02,Plitvice,Tetrao urogallus,Tetrijeb,1,IPA,A.P.,16.1,84
2021,2021-06-02,Plitvice,Erithacus rubecula,Crvendać,26,IPA,D.T.,15.7,84
2021,2021-06-02,Plitvice,Buteo buteo,Škanjac,8,transekt,A.P.,22.2,56
2021,2021-06-02,Plitvice,Cyanistes caeruleus,Plavetna sjenica,44,točkasta_metoda,M.K.,18.4,61
2021,2021-06-02,Plitvice,Accipiter gentilis,Jastreb kokošar,6,točkasta_metoda,M.K.,18.3,56
2021,2021-06-03,Risnjak,Parus major,Velika sjenica,44,transekt,S.B.,22.6,78
2021,2021-06-03,Risnjak,Buteo buteo,Škanjac,6,točkasta_metoda,D.T.,18.2,79
2021,2021-06-03,Risnjak,Turdus merula,Kos,46,točkasta_metoda,S.B.,13,80
2021,2021-06-03,Risnjak,Cyanistes caeruleus,Plavetna sjenica,22,točkasta_metoda,A.P.,17.2,76
2021,2021-06-03,Risnjak,Corvus corax,Gavran,7,IPA,S.B.,23,77
2021,2021-06-03,Risnjak,Sitta europaea,Brgljez,19,transekt,M.K.,19.9,59
2021,2021-06-03,Risnjak,Tetrao urogallus,Tetrijeb,5,transekt,A.P.,18.7,74
2021,2021-06-03,Risnjak,Erithacus rubecula,Crvendać,19,IPA,D.T.,17.8,59
2021,2021-06-03,Risnjak,Fringilla coelebs,Zeba,44,IPA,I.H.,14.6,74
2021,2021-06-03,Risnjak,Dryocopus martius,Crna žuna,11,transekt,A.P.,17.5,85
2021,2021-06-04,Risnjak,Dryocopus martius,Crna žuna,9,točkasta_metoda,D.T.,16.1,77
2021,2021-06-04,Risnjak,Corvus corax,Gavran,10,transekt,D.T.,17,71
2021,2021-06-04,Risnjak,Phoenicurus ochruros,Crvenrepka,14,transekt,D.T.,13.8,60
2021,2021-06-04,Risnjak,Turdus merula,Kos,41,transekt,D.T.,24.5,74
2021,2021-06-04,Risnjak,Fringilla coelebs,Zeba,40,točkasta_metoda,S.B.,16.6,52
2021,2021-06-04,Risnjak,Parus major,Velika sjenica,33,transekt,D.T.,21.1,80
2021,2021-06-04,Risnjak,Cyanistes caeruleus,Plavetna sjenica,25,točkasta_metoda,M.K.,18.4,66
2021,2021-06-04,Risnjak,Dendrocopos major,Veliki djetlić,14,točkasta_metoda,I.H.,20.6,72
2021,2021-06-08,Risnjak,Cyanistes caeruleus,Plavetna sjenica,20,transekt,I.H.,20.9,64
2021,2021-06-08,Risnjak,Sitta europaea,Brgljez,18,točkasta_metoda,M.K.,18.3,60
2021,2021-06-08,Risnjak,Dryocopus martius,Crna žuna,9,točkasta_metoda,S.B.,16.4,73
2021,2021-06-08,Risnjak,Parus major,Velika sjenica,43,transekt,I.H.,16.9,51
2021,2021-06-08,Risnjak,Turdus merula,Kos,40,transekt,M.K.,21,62
2021,2021-06-08,Risnjak,Corvus corax,Gavran,8,IPA,S.B.,24.8,76
2021,2021-06-08,Risnjak,Buteo buteo,Škanjac,15,točkasta_metoda,I.H.,15.1,50
2021,2021-06-08,Risnjak,Fringilla coelebs,Zeba,49,transekt,A.P.,16.7,84
2021,2021-06-08,Risnjak,Tetrao urogallus,Tetrijeb,1,transekt,M.K.,12.5,71
2021,2021-06-08,Risnjak,Aquila chrysaetos,Suri orao,2,IPA,S.B.,21.6,53
2021,2021-06-11,Risnjak,Parus major,Velika sjenica,43,transekt,D.T.,16.6,72
2021,2021-06-11,Risnjak,Accipiter gentilis,Jastreb kokošar,11,IPA,I.H.,17.8,51
2021,2021-06-11,Risnjak,Dryocopus martius,Crna žuna,9,IPA,M.K.,26.7,69
2021,2021-06-11,Risnjak,Corvus corax,Gavran,2,točkasta_metoda,D.T.,17.1,69
2021,2021-06-11,Risnjak,Cyanistes caeruleus,Plavetna sjenica,23,IPA,A.P.,24.9,59
2021,2021-06-11,Risnjak,Sitta europaea,Brgljez,20,IPA,D.T.,18.9,81
2021,2021-06-11,Risnjak,Fringilla coelebs,Zeba,54,IPA,I.H.,16.6,72
2021,2021-06-11,Risnjak,Turdus merula,Kos,37,točkasta_metoda,I.H.,23.1,75
2021,2021-06-11,Risnjak,Phoenicurus ochruros,Crvenrepka,17,IPA,S.B.,17.9,77
2021,2021-06-11,Risnjak,Strix Uralskaensis,Uralska sova,10,IPA,I.H.,18.5,54
2021,2021-06-11,Risnjak,Dendrocopos major,Veliki djetlić,19,točkasta_metoda,I.H.,19.2,56
2021,2021-06-12,Plitvice,Cyanistes caeruleus,Plavetna sjenica,28,točkasta_metoda,A.P.,13.3,65
2021,2021-06-12,Plitvice,Buteo buteo,Škanjac,12,IPA,A.P.,20.9,78
2021,2021-06-12,Plitvice,Turdus merula,Kos,44,transekt,S.B.,23.9,67
2021,2021-06-12,Plitvice,Anas platyrhynchos,Divlja patka,45,točkasta_metoda,D.T.,17.5,80
2021,2021-06-12,Plitvice,Dryocopus martius,Crna žuna,7,transekt,A.P.,19.7,52
2021,2021-06-12,Plitvice,Erithacus rubecula,Crvendać,19,točkasta_metoda,I.H.,17.7,57
2021,2021-06-12,Plitvice,Phoenicurus ochruros,Crvenrepka,9,točkasta_metoda,A.P.,21.4,77
2021,2021-06-12,Plitvice,Parus major,Velika sjenica,42,transekt,M.K.,17.5,83
2021,2021-06-12,Plitvice,Aquila chrysaetos,Suri orao,5,točkasta_metoda,S.B.,16.1,81
2021,2021-06-12,Plitvice,Fringilla coelebs,Zeba,47,transekt,I.H.,19.8,60
2021,2021-06-12,Plitvice,Accipiter gentilis,Jastreb kokošar,4,IPA,S.B.,17.5,77
2021,2021-06-13,Risnjak,Turdus merula,Kos,29,točkasta_metoda,I.H.,12.6,71
2021,2021-06-13,Risnjak,Corvus corax,Gavran,7,transekt,A.P.,19.2,71
2021,2021-06-13,Risnjak,Cyanistes caeruleus,Plavetna sjenica,36,IPA,I.H.,17,62
2021,2021-06-13,Risnjak,Parus major,Velika sjenica,50,IPA,A.P.,19.4,82
2021,2021-06-13,Risnjak,Strix Uralskaensis,Uralska sova,2,transekt,A.P.,16.6,65
2021,2021-06-13,Risnjak,Fringilla coelebs,Zeba,52,točkasta_metoda,M.K.,22.6,53
2021,2021-06-13,Risnjak,Erithacus rubecula,Crvendać,27,IPA,D.T.,20,79
2021,2021-06-13,Risnjak,Aquila chrysaetos,Suri orao,2,transekt,I.H.,20.7,51
2021,2021-06-13,Risnjak,Phoenicurus ochruros,Crvenrepka,14,transekt,A.P.,16.6,70
2021,2021-06-13,Risnjak,Picus viridis,Zelena žuna,16,transekt,M.K.,23.1,83
2021,2021-06-13,Risnjak,Sitta europaea,Brgljez,14,točkasta_metoda,A.P.,18.7,60
2021,2021-06-17,Velebit,Strix Uralskaensis,Uralska sova,6,točkasta_metoda,D.T.,20.8,64
2021,2021-06-17,Velebit,Dryocopus martius,Crna žuna,2,transekt,S.B.,21,55
2021,2021-06-17,Velebit,Erithacus rubecula,Crvendać,24,točkasta_metoda,I.H.,20.8,55
2021,2021-06-17,Velebit,Turdus merula,Kos,40,IPA,A.P.,17.5,54
2021,2021-06-17,Velebit,Phoenicurus ochruros,Crvenrepka,18,točkasta_metoda,I.H.,15.5,85
2021,2021-06-17,Velebit,Picus viridis,Zelena žuna,17,IPA,D.T.,20.8,56
2021,2021-06-17,Velebit,Dendrocopos major,Veliki djetlić,21,transekt,I.H.,23.2,53
2021,2021-06-17,Velebit,Fringilla coelebs,Zeba,49,transekt,M.K.,22.3,72
2021,2021-06-17,Velebit,Accipiter gentilis,Jastreb kokošar,4,IPA,S.B.,12.4,84
2021,2021-06-17,Velebit,Cyanistes caeruleus,Plavetna sjenica,36,točkasta_metoda,A.P.,21.9,62
2021,2021-06-17,Velebit,Parus major,Velika sjenica,55,transekt,A.P.,14.8,69
2021,2021-06-17,Velebit,Corvus corax,Gavran,12,točkasta_metoda,S.B.,16.8,80
2021,2021-06-19,Plitvice,Dryocopus martius,Crna žuna,11,transekt,S.B.,14.1,60
2021,2021-06-19,Plitvice,Sitta europaea,Brgljez,11,IPA,M.K.,20.8,53
2021,2021-06-19,Plitvice,Erithacus rubecula,Crvendać,16,transekt,D.T.,13.9,61
2021,2021-06-19,Plitvice,Cyanistes caeruleus,Plavetna sjenica,21,IPA,D.T.,19.2,84
2021,2021-06-19,Plitvice,Aquila chrysaetos,Suri orao,2,IPA,M.K.,19.1,50
2021,2021-06-19,Plitvice,Fringilla coelebs,Zeba,41,IPA,M.K.,20.7,74
2021,2021-06-19,Plitvice,Anas platyrhynchos,Divlja patka,42,IPA,D.T.,11.8,56
2021,2021-06-19,Plitvice,Parus major,Velika sjenica,43,IPA,M.K.,21.5,58
2021,2021-06-19,Plitvice,Turdus merula,Kos,37,točkasta_metoda,A.P.,19.8,71
2021,2021-06-21,Velebit,Dendrocopos major,Veliki djetlić,16,točkasta_metoda,I.H.,15,61
2021,2021-06-21,Velebit,Fringilla coelebs,Zeba,43,transekt,D.T.,16.2,77
2021,2021-06-21,Velebit,Sitta europaea,Brgljez,22,točkasta_metoda,S.B.,22.4,77
2021,2021-06-21,Velebit,Phoenicurus ochruros,Crvenrepka,14,transekt,I.H.,14.6,68
2021,2021-06-21,Velebit,Erithacus rubecula,Crvendać,28,transekt,D.T.,14.9,68
2021,2021-06-21,Velebit,Cyanistes caeruleus,Plavetna sjenica,34,IPA,A.P.,19.9,75
2021,2021-06-21,Velebit,Corvus corax,Gavran,13,transekt,S.B.,18.6,51
2021,2021-06-21,Velebit,Parus major,Velika sjenica,42,transekt,M.K.,12.7,53
2021,2021-06-21,Velebit,Buteo buteo,Škanjac,11,točkasta_metoda,A.P.,21,52
2021,2021-06-22,Velebit,Buteo buteo,Škanjac,7,IPA,A.P.,23.8,50
2021,2021-06-22,Velebit,Erithacus rubecula,Crvendać,26,IPA,I.H.,21.2,70
2021,2021-06-22,Velebit,Sitta europaea,Brgljez,21,točkasta_metoda,I.H.,19.5,52
2021,2021-06-22,Velebit,Dendrocopos major,Veliki djetlić,16,IPA,M.K.,20.2,66
2021,2021-06-22,Velebit,Dryocopus martius,Crna žuna,11,transekt,A.P.,19.7,69
2021,2021-06-22,Velebit,Cyanistes caeruleus,Plavetna sjenica,28,IPA,M.K.,21.7,70
2021,2021-06-22,Velebit,Parus major,Velika sjenica,49,točkasta_metoda,S.B.,16.5,64
2021,2021-06-22,Velebit,Fringilla coelebs,Zeba,53,točkasta_metoda,M.K.,19.4,85
2021,2021-06-24,Risnjak,Strix Uralskaensis,Uralska sova,10,IPA,D.T.,22.3,56
2021,2021-06-24,Risnjak,Cyanistes caeruleus,Plavetna sjenica,19,transekt,M.K.,24.8,77
